,ECG_Rate_Mean,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_SDRMSSD,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_MFDFA_alpha1_Width,HRV_MFDFA_alpha1_Peak,HRV_MFDFA_alpha1_Mean,HRV_MFDFA_alpha1_Max,HRV_MFDFA_alpha1_Delta,HRV_MFDFA_alpha1_Asymmetry,HRV_MFDFA_alpha1_Fluctuation,HRV_MFDFA_alpha1_Increment,HRV_DFA_alpha2,HRV_MFDFA_alpha2_Width,HRV_MFDFA_alpha2_Peak,HRV_MFDFA_alpha2_Mean,HRV_MFDFA_alpha2_Max,HRV_MFDFA_alpha2_Delta,HRV_MFDFA_alpha2_Asymmetry,HRV_MFDFA_alpha2_Fluctuation,HRV_MFDFA_alpha2_Increment,HRV_ApEn,HRV_SampEn,HRV_ShanEn,HRV_FuzzyEn,HRV_MSEn,HRV_CMSEn,HRV_RCMSEn,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC
0,1.0193501327355166,[[0.98071479]],[[0.94289504]],[[nan]],[[nan]],[[nan]],[[nan]],[[nan]],[[nan]],[[0.93746286]],[[0.93318904]],[[0.96143645]],[[0.95589716]],[[0.98172993]],[[1.]],[[1.01861702]],[[1.15384615]],[[1.00590244]],[[0.97826087]],[[0.99497487]],[[nan]],[[inf]],[[0.96793826]],[[1.01126126]],[[0.89176037]],[[1.04166667]],[[nan]],[[nan]],[[nan]],[[0.49264605]],[[nan]],[[0.83362906]],[[nan]],[[nan]],[[0.59097117]],[[1.31165882]],[[0.93318904]],[[0.94399471]],[[0.98853118]],[[0.88094996]],[[1.01169504]],[[0.98218258]],[[0.95501343]],[[1.02471596]],[[0.98300015]],[[0.89142976]],[[1.38068182]],[[1.00161316]],[[1.00191]],[[1.0013228]],[[1.03844408]],[[1.02386171]],[[0.97446291]],[[0.94414688]],[[0.92124873]],[[1.00693748]],[[0.99221097]],[[0.94720585]],[[0.94028785]],[[1.00848882]],[[0.9906218]],[[0.94692463]],[[0.93854734]],[[1.19525645]],[[1.80978273]],[[1.2040712]],[[1.17630362]],[[1.57709773]],[[0.04874575]],[[1.36194301]],[[6.15615822]],[[3.82877728]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.43837807]],[[0.85873061]],[[1.08745912]],[[0.92420628]],[[1.65743105]],[[1.23273012]],[[1.44287995]],[[0.98496809]],[[0.98460384]],[[1.35204183]],[[0.75436966]]
1,0.9019112077533142,[[1.10899081]],[[1.21219713]],[[nan]],[[nan]],[[nan]],[[nan]],[[nan]],[[nan]],[[1.64639421]],[[1.64169912]],[[1.09306327]],[[1.48458778]],[[1.11334519]],[[1.1047619]],[[0.9922435]],[[1.23790323]],[[0.73636582]],[[1.11377246]],[[1.1327957]],[[nan]],[[inf]],[[1.03406564]],[[1.11655075]],[[1.05447303]],[[inf]],[[nan]],[[nan]],[[nan]],[[4.07058287]],[[nan]],[[4.65264819]],[[nan]],[[nan]],[[0.87489491]],[[0.69439463]],[[1.64169912]],[[1.19523928]],[[1.37352928]],[[1.96222688]],[[0.72814684]],[[1.09918213]],[[0.87030813]],[[0.85378041]],[[0.88027242]],[[0.76764069]],[[inf]],[[1.0188883]],[[1.01792079]],[[1.0198113]],[[0.96519132]],[[0.97158456]],[[1.02758668]],[[1.6178297]],[[1.66416902]],[[1.02483873]],[[0.97655449]],[[1.20996602]],[[1.18111827]],[[1.02099622]],[[0.98017364]],[[1.22815617]],[[1.20334386]],[[0.85797909]],[[1.39056647]],[[0.86492459]],[[0.88814065]],[[0.29013807]],[[0.19382748]],[[1.13374979]],[[0.07656797]],[[0.5715559]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.17442523]],[[1.35113863]],[[1.13170892]],[[1.30343664]],[[1.41821383]],[[1.24172721]],[[1.87656354]],[[1.06991932]],[[1.02864876]],[[1.3026861]],[[1.46513104]]
2,1.0327772184900805,[[0.9678879]],[[1.09406685]],[[nan]],[[nan]],[[nan]],[[nan]],[[nan]],[[nan]],[[0.97372685]],[[0.96812649]],[[1.13036524]],[[1.00603263]],[[0.98039216]],[[1.11111111]],[[1.13333333]],[[1.06899505]],[[1.12364716]],[[0.96509342]],[[0.97516099]],[[nan]],[[inf]],[[0.87837838]],[[0.99151641]],[[1.21822887]],[[1.33333333]],[[nan]],[[nan]],[[nan]],[[0.33229687]],[[nan]],[[0.9309869]],[[nan]],[[nan]],[[0.35259407]],[[1.35257863]],[[0.96812649]],[[1.1043981]],[[0.87660248]],[[1.06920787]],[[1.14082636]],[[1.00907193]],[[1.25991557]],[[0.96725605]],[[0.93626579]],[[0.90405627]],[[1.1380597]],[[1.00023302]],[[1.00049408]],[[0.99997741]],[[1.13792364]],[[1.06905868]],[[0.9465166]],[[1.00094715]],[[0.94189898]],[[0.77808499]],[[1.4233158]],[[0.97412221]],[[1.31752777]],[[0.80202927]],[[1.3397459]],[[0.97620927]],[[1.2617505]],[[1.03174636]],[[0.97303529]],[[0.91845863]],[[1.1924221]],[[3.32845517]],[[5.38666552]],[[0.39991243]],[[1.70382307]],[[1.09768403]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[2.23988744]],[[0.85392601]],[[1.12021878]],[[0.90184032]],[[inf]],[[1.69389508]],[[2.78278275]],[[0.91402883]],[[0.96795058]],[[1.16247104]],[[0.9798494]]
3,0.9521824290545758,[[1.04972417]],[[1.19033752]],[[nan]],[[nan]],[[nan]],[[nan]],[[nan]],[[nan]],[[1.23544195]],[[1.23608804]],[[1.13395281]],[[1.17692083]],[[1.05612245]],[[1.14285714]],[[1.0821256]],[[1.24358974]],[[0.96351647]],[[1.04787234]],[[1.05699203]],[[nan]],[[inf]],[[0.91413444]],[[1.04824561]],[[1.27331622]],[[inf]],[[nan]],[[nan]],[[nan]],[[1.04554548]],[[nan]],[[1.77038093]],[[nan]],[[nan]],[[0.59057827]],[[0.9815842]],[[1.23608804]],[[1.21621194]],[[1.01632915]],[[1.50337979]],[[0.98395075]],[[1.05969964]],[[1.19667678]],[[1.090858]],[[1.09038419]],[[1.12358597]],[[inf]],[[0.92604211]],[[0.93207857]],[[0.92007166]],[[0.90589652]],[[0.80423028]],[[1.23796921]],[[1.10332602]],[[1.36904248]],[[0.86191479]],[[1.32248186]],[[1.12857325]],[[1.39607318]],[[0.8568083]],[[1.31105572]],[[1.1266422]],[[1.39227742]],[[0.99560901]],[[0.8397954]],[[0.91817426]],[[1.00905015]],[[0.64506402]],[[1.24451488]],[[0.20172851]],[[0.89940898]],[[0.87570716]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.31777585]],[[0.80454076]],[[1.10341752]],[[0.94722737]],[[1.4900026]],[[1.10701341]],[[1.16858527]],[[0.92174166]],[[1.03439833]],[[1.1072566]],[[0.80161746]]
4,1.0632386068147466,[[0.94238348]],[[0.68539393]],[[nan]],[[nan]],[[nan]],[[nan]],[[nan]],[[nan]],[[0.7477801]],[[0.74579356]],[[0.72729848]],[[0.7934993]],[[0.93333333]],[[0.78676471]],[[0.84296218]],[[0.7819991]],[[0.91664534]],[[0.953125]],[[0.93023256]],[[nan]],[[0.83977901]],[[1.24119718]],[[0.969163]],[[0.85667052]],[[0.]],[[nan]],[[nan]],[[nan]],[[13.79776646]],[[nan]],[[19.7908052]],[[nan]],[[nan]],[[0.69718207]],[[0.48784965]],[[0.74579356]],[[0.73828456]],[[1.01016396]],[[0.55061189]],[[0.99003844]],[[0.92015529]],[[0.7309251]],[[1.13401976]],[[1.05617352]],[[1.03727342]],[[inf]],[[1.08209733]],[[1.10320351]],[[1.06556821]],[[1.05355713]],[[1.5200602]],[[0.7488493]],[[0.91828293]],[[0.64456664]],[[1.03520777]],[[0.96429276]],[[0.75116758]],[[0.72498385]],[[1.0744764]],[[0.93064547]],[[0.76608558]],[[0.71297475]],[[1.31322572]],[[1.42810424]],[[1.27439259]],[[1.03936506]],[[0.97302504]],[[-3.90599257]],[[1.57492243]],[[0.45702852]],[[1.35250304]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.37113054]],[[1.30123958]],[[0.99113324]],[[1.05854398]],[[1.69047361]],[[1.17507537]],[[1.392625]],[[1.14607581]],[[0.91184584]],[[1.14541399]],[[0.77703728]]
5,1.0483758524298434,[[0.95386913]],[[0.79667481]],[[nan]],[[nan]],[[nan]],[[nan]],[[nan]],[[nan]],[[0.52147357]],[[0.51949231]],[[0.83520349]],[[0.54669291]],[[0.9451074]],[[0.5483871]],[[0.58023786]],[[0.5]],[[1.52775804]],[[0.99574128]],[[0.93288889]],[[nan]],[[0.08322087]],[[0.93506494]],[[0.97530864]],[[1.06001413]],[[1.]],[[nan]],[[nan]],[[nan]],[[0.30298007]],[[nan]],[[0.44297821]],[[nan]],[[nan]],[[0.68396119]],[[1.55211411]],[[0.51949231]],[[0.82390433]],[[0.6305257]],[[0.42801155]],[[1.58600135]],[[0.89871488]],[[1.30671476]],[[0.90233832]],[[0.86441471]],[[0.83721683]],[[0.3619403]],[[0.95043495]],[[0.95133424]],[[0.94980205]],[[0.85902084]],[[0.79320253]],[[1.40840017]],[[0.46217312]],[[0.61586536]],[[1.28310066]],[[0.86043633]],[[0.93322314]],[[0.76423397]],[[1.17616097]],[[0.89919034]],[[0.86578934]],[[0.75702855]],[[0.99598448]],[[0.60246354]],[[0.95016841]],[[1.02107463]],[[2.00735204]],[[-0.10873834]],[[0.97797401]],[[0.65887914]],[[0.44278973]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.52387295]],[[1.21647044]],[[1.07895749]],[[0.95734063]],[[1.54348438]],[[1.44183183]],[[1.88785866]],[[1.08616035]],[[1.06839861]],[[1.05016755]],[[0.82451352]]
6,0.9664084373776278,[[1.03462736]],[[1.04421099]],[[nan]],[[nan]],[[nan]],[[nan]],[[nan]],[[nan]],[[0.69395902]],[[0.6907985]],[[1.00926287]],[[0.67073327]],[[1.0461165]],[[0.61111111]],[[0.58429754]],[[0.59459459]],[[1.5047221]],[[1.06051282]],[[1.02304147]],[[nan]],[[0.54585153]],[[0.97152597]],[[1.02164502]],[[0.67495522]],[[1.33333333]],[[nan]],[[nan]],[[nan]],[[0.26216927]],[[nan]],[[0.5770693]],[[nan]],[[nan]],[[0.4543106]],[[1.60409418]],[[0.6907985]],[[1.08769418]],[[0.63510306]],[[0.75137832]],[[1.574553]],[[0.96184728]],[[1.71263066]],[[1.35129268]],[[1.31102545]],[[1.26331194]],[[inf]],[[0.99393381]],[[0.99481533]],[[0.99307496]],[[1.05359303]],[[0.91680191]],[[1.11085583]],[[0.66140831]],[[0.72805451]],[[0.97781044]],[[1.02387457]],[[1.07535285]],[[1.1004143]],[[0.96274925]],[[1.04048363]],[[1.01896282]],[[1.05931147]],[[1.161607]],[[0.61467166]],[[0.99528263]],[[1.35072656]],[[0.16557745]],[[-0.3141302]],[[0.34868629]],[[1.18804121]],[[0.30969663]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.72179441]],[[0.77768362]],[[1.03385791]],[[0.70061916]],[[1.6642526]],[[1.14066395]],[[1.18022836]],[[0.8030289]],[[0.939522]],[[0.84632478]],[[0.76254201]]
7,1.0635950959320084,[[0.94023676]],[[0.87116098]],[[nan]],[[nan]],[[nan]],[[nan]],[[nan]],[[nan]],[[0.77823053]],[[0.77376027]],[[0.92653362]],[[0.82769648]],[[0.90229323]],[[1.05263158]],[[1.16661976]],[[0.70689655]],[[1.11944365]],[[0.96666667]],[[0.93224299]],[[nan]],[[0.141527]],[[0.96625767]],[[1.02036199]],[[1.79134322]],[[0.92857143]],[[nan]],[[nan]],[[nan]],[[nan]],[[0.17038004]],[[0.67813976]],[[nan]],[[nan]],[[nan]],[[nan]],[[0.77376027]],[[0.87079312]],[[0.88857427]],[[0.67378211]],[[1.12543745]],[[0.94860092]],[[0.98002838]],[[1.07481895]],[[1.05185585]],[[0.96877587]],[[0.61230769]],[[1.00452373]],[[1.00461361]],[[1.00440121]],[[0.91371239]],[[0.88207957]],[[1.16352445]],[[0.72670519]],[[0.83458599]],[[1.12839838]],[[0.9069191]],[[0.92497331]],[[0.82927361]],[[1.10911741]],[[0.91803124]],[[0.91170853]],[[0.82948297]],[[0.84233798]],[[0.47855782]],[[0.42677291]],[[0.68604967]],[[-5.67834643]],[[-3.70416866]],[[-0.]],[[1.19540937]],[[0.58100432]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[2.20483488]],[[1.8173678]],[[1.16367713]],[[1.08971028]],[[1.55010518]],[[1.50549944]],[[2.53820849]],[[1.27130042]],[[1.19714286]],[[1.26744566]],[[0.78318067]]
8,0.9722575435067669,[[1.02976578]],[[0.71373464]],[[nan]],[[nan]],[[nan]],[[nan]],[[nan]],[[nan]],[[0.74927765]],[[0.74765623]],[[0.69310384]],[[0.72761941]],[[1.00779901]],[[0.5]],[[0.49613402]],[[0.56623932]],[[0.9525769]],[[1.07758621]],[[0.99661836]],[[nan]],[[0.10771277]],[[1.27271591]],[[1.02222222]],[[0.49990503]],[[0.45454545]],[[nan]],[[nan]],[[nan]],[[2.12813315]],[[nan]],[[3.36010441]],[[nan]],[[nan]],[[0.63335324]],[[0.80196379]],[[0.74765623]],[[0.73818174]],[[1.01283246]],[[0.55190776]],[[0.98734228]],[[0.92324945]],[[0.72883629]],[[1.01316866]],[[0.97520081]],[[0.97126591]],[[0.72627451]],[[1.06358074]],[[1.08895817]],[[1.04471608]],[[0.96223352]],[[1.09231636]],[[0.9415859]],[[0.78025395]],[[0.72445113]],[[1.02375843]],[[0.97986386]],[[0.74689356]],[[0.73071012]],[[1.02742434]],[[0.97719505]],[[0.74878357]],[[0.73025585]],[[0.95942011]],[[0.6352009]],[[0.81501845]],[[0.93692377]],[[1.82313042]],[[2.99195879]],[[0.37570417]],[[0.65995785]],[[0.40806451]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.37569098]],[[1.12711908]],[[1.00277682]],[[1.17304727]],[[1.6060824]],[[1.1036461]],[[1.50275137]],[[0.98154271]],[[1.10863021]],[[1.30443444]],[[0.99471973]]
9,1.0172201251169484,[[0.98266121]],[[0.94704122]],[[nan]],[[nan]],[[nan]],[[nan]],[[nan]],[[nan]],[[0.93396723]],[[0.93299404]],[[0.96375151]],[[0.95044683]],[[0.99033816]],[[0.625]],[[0.63109756]],[[0.52777778]],[[1.0142163]],[[0.99507389]],[[0.97469541]],[[nan]],[[0.89156627]],[[0.95212766]],[[0.98190045]],[[0.71080021]],[[1.33333333]],[[nan]],[[nan]],[[nan]],[[3.91112153]],[[nan]],[[4.49104444]],[[nan]],[[nan]],[[0.87103583]],[[0.62592421]],[[0.93299404]],[[0.95245681]],[[0.97953765]],[[0.8886648]],[[1.0211544]],[[0.98245207]],[[0.97257761]],[[1.13194547]],[[1.16514926]],[[1.11052786]],[[1.25]],[[1.03784185]],[[1.03683212]],[[1.03888072]],[[0.986336]],[[0.8817117]],[[1.10729434]],[[0.87560138]],[[0.9821988]],[[1.31899786]],[[0.53602453]],[[1.09174581]],[[0.68533343]],[[1.22477484]],[[0.7119485]],[[1.0476586]],[[0.79590128]],[[1.20857905]],[[0.56622541]],[[0.91687424]],[[0.7946394]],[[12.56668881]],[[-2.23079698]],[[1.38984227]],[[6.06738175]],[[0.89353222]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.]],[[1.51595272]],[[0.64921351]],[[0.88121036]],[[0.79652403]],[[0.94030337]],[[0.94486695]],[[0.73078685]],[[0.74946437]],[[0.93498902]],[[0.99093808]],[[0.91534146]]
